ds;y
2022-02-28;513190.35503408924
2022-03-01;513842.4811492903
2022-03-02;573549.8518513308
2022-03-03;555502.5519902535
2022-03-04;620057.1718741317
2022-03-05;975317.1890597194
2022-03-06;732164.6916350485
2022-03-07;588508.5055568507
2022-03-08;573190.1224424076
2022-03-09;657482.6071023741
2022-03-10;734044.0065042458
2022-03-11;776666.4962868515
2022-03-12;1054023.175625998
2022-03-13;773780.8145524138
2022-03-14;638182.0763469978
2022-03-15;658222.4261390022
2022-03-16;703590.3952762119
2022-03-17;688094.9062814468
2022-03-18;743817.0274772346
2022-03-19;1104521.7362967911
2022-03-20;841089.5043150998
2022-03-21;690503.3066081555
2022-03-22;673090.3043840387
2022-03-23;738346.8928171367
2022-03-24;692608.9126987285
2022-03-25;747268.0700661022
2022-03-26;1145610.6580673538
2022-03-27;837992.9054020399
2022-03-28;665622.3075533584
2022-03-29;684035.7338166352
2022-03-30;735982.334119576
2022-03-31;698535.6593275546
2022-04-01;754213.3397800204
2022-04-02;1169548.6417492384
2022-04-03;866896.3666837969
2022-04-04;658767.2528382771
2022-04-05;677231.7197639211
2022-04-06;750635.6038696282
2022-04-07;699302.7670484928
2022-04-08;802933.3430572884
2022-04-09;1303941.5080694924
2022-04-10;982467.8003251895
2022-04-11;784128.2120818372
2022-04-12;757210.4954033383
2022-04-13;826604.6146373199
2022-04-14;773395.8450431305
2022-04-15;858697.0930250329
2022-04-16;1112142.690841331
2022-04-18;771174.7741902283
2022-04-19;801532.5078241682
2022-04-20;858671.5920201131
2022-04-21;851129.7688621926
2022-04-22;920533.4835860893
2022-04-23;1292846.7252712115
2022-04-24;965894.968761836
2022-04-25;772543.4601837243
2022-04-26;777945.3827961795
2022-04-27;879422.8101057602
2022-04-28;827539.8125365755
2022-04-29;886144.5909065356
2022-04-30;1241865.481501992
2022-05-01;807931.6656422771
2022-05-02;773571.0956021396
2022-05-03;761282.9063587674
2022-05-04;847362.6355677809
2022-05-05;825149.1247305255
2022-05-06;932271.1158930069
2022-05-07;1314285.8713755186
2022-05-08;1071407.3430647112
2022-05-09;845733.4991818625
2022-05-10;863780.6251065667
2022-05-11;944929.8862423562
2022-05-12;916963.5844756176
2022-05-13;991369.6126579521
2022-05-14;1466355.5434190596
2022-05-15;1053493.906568982
2022-05-16;879114.2663061816
2022-05-17;852455.2220038467
2022-05-18;890899.3349272906
2022-05-19;843628.2023115081
2022-05-20;958606.5032575688
2022-05-21;1347214.8484338964
2022-05-22;1062910.444945345
2022-05-23;878860.4931378592
2022-05-24;822238.3768321009
2022-05-25;860703.3331309188
2022-05-26;853916.2198957887
2022-05-27;907877.8634177193
2022-05-28;1275332.521067358
2022-05-29;1005742.7288897649
2022-05-30;783972.3747546901
2022-05-31;772845.0175389844
2022-06-01;833190.1839317105
2022-06-02;800872.6898560243
2022-06-03;910735.85061631
2022-06-04;1190166.817835744
2022-06-05;881640.1509897732
2022-06-06;808761.9412560385
2022-06-07;811587.4506685227
2022-06-08;884267.4502420017
2022-06-09;866769.9922456233
2022-06-10;980471.783812788
2022-06-11;1326323.5825785254
2022-06-12;1037586.1400543603
2022-06-13;860479.2354404699
2022-06-14;793824.0149683105
2022-06-15;876487.8947146095
2022-06-16;861159.4522799234
2022-06-17;927768.4346662391
2022-06-18;1245158.821779268
2022-06-19;954672.5456551106
2022-06-20;829271.4747512923
2022-06-21;855904.2256718967
2022-06-22;934228.0836896523
2022-06-23;987293.4717336335
2022-06-24;851441.2695801137
2022-06-25;1075356.925951351
2022-06-26;881530.0202762185
2022-06-27;974673.3345853717
2022-06-28;894784.39708265
2022-06-29;862068.5403969531
2022-06-30;898823.1223604928
2022-07-01;960464.4239528775
2022-07-02;1175016.4379314315
2022-07-03;924695.3944685998
2022-07-04;895608.3336819258
2022-07-05;949348.9330630685
2022-07-06;946358.077801709
2022-07-07;908513.6395138509
2022-07-08;966195.9656554494
2022-07-09;1135683.0946268842
2022-07-10;943853.2490823917
2022-07-11;925003.8319737283
2022-07-12;877747.4646233938
2022-07-13;977976.7341828905
2022-07-14;916063.8212808111
2022-07-15;979706.0096040434
2022-07-16;1230499.2709935212
2022-07-17;975831.2290209595
2022-07-18;933313.2073566514
2022-07-19;906450.3386144632
2022-07-20;984348.0815075706
2022-07-21;906274.9044559493
2022-07-22;954291.0258838934
2022-07-23;1041710.3260701761
2022-07-24;938437.2762762445
2022-07-25;928259.5343524961
2022-07-26;904393.7149391755
2022-07-27;952892.5581180734
2022-07-28;920709.47820625
2022-07-29;941048.3124775903
2022-07-30;1056370.9108110294
2022-07-31;872592.2127773603
2022-08-01;939782.3359123974
2022-08-02;917120.716662431
2022-08-03;932247.6538089048
2022-08-04;870437.7112396883
2022-08-05;872425.9489309605
2022-08-06;1102226.1240448928
2022-08-07;950238.395359336
2022-08-08;911919.9128129144
2022-08-09;888464.9117865431
2022-08-10;949825.0065793179
2022-08-11;925706.7185204728
2022-08-12;970252.992904993
2022-08-13;1113104.0371753394
2022-08-14;894494.0586234534
2022-08-15;770490.5374879305
2022-08-16;902236.3724407431
2022-08-17;928993.1496584849
2022-08-18;890028.4258441514
